3.605	5.776	8.908
3.605	5.921	8.961
3.737	5.763	9.079
3.75	5.842	8.842
3.434	5.829	9.118
3.684	5.711	9.145
3.526	5.855	8.947
3.579	5.895	8.987
3.737	5.855	9.053
3.618	5.645	8.842
3.592	5.855	9
3.592	5.75	8.987
3.724	5.974	8.908
3.75	5.908	8.934
3.671	5.908	8.961
3.658	5.816	8.934
3.776	5.868	8.921
3.645	5.934	8.908
3.842	5.803	9.079
3.553	5.868	9.013
3.724	5.868	9.053
3.592	5.697	8.947
3.671	5.803	8.934
3.724	5.737	8.921
3.711	5.895	8.934
3.658	5.855	9.092
3.566	5.816	8.987
3.803	5.829	9.013
3.684	5.763	9.184
3.671	5.763	9.158
3.579	5.987	8.895
3.605	5.789	9.079
3.553	5.684	9.053
3.513	5.75	8.934
3.592	5.671	9.053
3.605	5.842	8.947
3.658	5.895	8.947
3.75	5.763	8.934
3.855	5.789	8.974
3.842	5.75	8.711
3.75	5.921	8.829
3.618	5.671	9.039
3.592	5.895	8.921
3.592	5.789	8.921
3.553	5.816	9.013
3.645	5.829	8.987
3.803	5.697	8.842
3.711	6	8.947
3.737	5.895	8.934
3.671	5.618	9.092
3.632	5.763	9.026
3.645	5.724	9.066
